id,created_at,username,message,user_id,unix_time_seconds,position
1235,2024-04-09 10:02:27.777387+00,AufaaKilat,brp strength mu?,4648118945,1712656939,"[-0.080879627820426,-0.384166083401786,-0.0296200513738676]"
1236,2024-04-09 10:02:35.806148+00,aziuuuu2_12,terus jurus satu nya lagi?,5366499924,1712656944,"[-0.0692753440370927,-0.383957378126245,-0.0647416387894402]"
1237,2024-04-09 10:02:48.347717+00,ammarzie_5,aku sudAh 1m,5666305655,1712656955,"[-0.0703665763639937,-0.381460080481972,-0.0532167676198426]"
1238,2024-04-09 10:02:48.347717+00,AufaaKilat,defense,4648118945,1712656963,"[-0.0703599099808399,-0.383604501443259,-0.0380396858148348]"
1239,2024-04-09 10:02:56.367854+00,aziuuuu2_12,jurus satunya?,5366499924,1712656968,"[-0.0742641764085895,-0.383957378126245,-0.0620798842109312]"
1240,2024-04-09 10:03:08.769318+00,ammarzie_5,1m,5666305655,1712656972,"[-0.0692755739123738,-0.383758970808379,-0.0400648519973733]"
1241,2024-04-09 10:03:08.769318+00,angelojamsonagasen,coins?,5032737380,1712656983,"[-0.102725925736492,-0.384491498864307,-0.0299277926785388]"
1242,2024-04-09 10:03:08.769318+00,AufaaKilat,kamu ada mytic dragon?,4648118945,1712656984,"[-0.0717099890579366,-0.383638141438329,-0.042663797180369]"
1243,2024-04-09 10:03:29.188606+00,N8stra,done,5726121059,1712656992,"[-0.0980106521331851,-0.3844969911084,-0.0287744449475981]"
1244,2024-04-09 10:03:29.188606+00,ammarzie_5,iya,5666305655,1712656995,"[-0.074432215239122,-0.383758970808379,-0.0438002916640994]"
1245,2024-04-09 10:03:29.188606+00,angelojamsonagasen,2+?,5032737380,1712657000,"[-0.0985384529623453,-0.384491498864307,-0.0288367437192413]"
1246,2024-04-09 10:03:29.188606+00,AufaaKilat,berapa x nya,4648118945,1712657005,"[-0.0733058119942026,-0.383638141438329,-0.0427672836180288]"
1247,2024-04-09 10:03:36.876943+00,zildan090,mau lawan bos,5675349003,1712657012,"[-0.0697645617370296,-0.381485482110903,-0.0496444323871019]"
1248,2024-04-09 10:03:49.768342+00,N8stra,yes,5726121059,1712657009,"[-0.0980106521331851,-0.3844969911084,-0.0287744449475981]"
1249,2024-04-09 10:03:49.768342+00,AufaaKilat,x multipler nya?,4648118945,1712657016,"[-0.0733058119942026,-0.383638141438329,-0.0427672836180288]"
1250,2024-04-09 10:03:49.768342+00,angelojamsonagasen,you can get 3+ if you want i got it,5032737380,1712657022,"[-0.0988864913216334,-0.384491498864307,-0.0293725636858601]"
1251,2024-04-09 10:03:49.768342+00,ammarzie_5,"6,5",5666305655,1712657024,"[-0.074432215239122,-0.383758970808379,-0.0438002916640994]"
1252,2024-04-09 10:03:57.353032+00,aziuuuu2_12,iya buat dapat satu jurus?,5366499924,1712657028,"[-0.0704703722370428,-0.381567865772301,-0.0452634231951914]"
1253,2024-04-09 10:04:10.333523+00,AufaaKilat,gila,4648118945,1712657030,"[-0.0733058119942026,-0.383638141438329,-0.0427672836180288]"
1254,2024-04-09 10:04:10.333523+00,ammarzie_5,2,5666305655,1712657032,"[-0.074432215239122,-0.383758970808379,-0.0438002916640994]"
1255,2024-04-09 10:04:10.333523+00,AufaaKilat,gua harus dapet,4648118945,1712657039,"[-0.0733058119942026,-0.383638141438329,-0.0427672836180288]"
1256,2024-04-09 10:04:17.796818+00,zildan090,siapa tahu dapat hasil terakhir,5675349003,1712657037,"[-0.0728590422016535,-0.382427101615784,-0.0450775507875012]"
1257,2024-04-09 10:04:17.796818+00,aziuuuu2_12,k yok ke boss,5366499924,1712657049,"[-0.0723379077556472,-0.382472069364297,-0.0446463236102605]"
1258,2024-04-09 10:04:21.598414+00,madisontofine4u,/w fjfjxgc4  Hi,4876259680,1712657057,"[-0.222807277161776,-0.383685597859947,0.32735423986318]"
26,2024-04-09 01:47:07.519962+00,yassinking330,"stop ",5733582558,1712627222,"[-0.102852824075298,-0.383920305478616,-0.0285143645302958]"
27,2024-04-09 01:50:58.693804+00,GOD_SWORD68,were is purgers,5544549402,1712627457,"[-0.0690208792844442,-0.381078669874595,-0.0519206340297449]"
28,2024-04-09 01:51:47.230551+00,mynamejeffq1234,y are u so small,5439746136,1712627504,"[-0.057787840488393,-0.383969735675455,-0.0312516914415695]"
29,2024-04-09 01:52:27.633573+00,mynamejeffq1234,do this guys gue@t,5439746136,1712627543,"[-0.070416207873918,-0.3811666315964,-0.0489002353295209]"
30,2024-04-09 01:52:48.005244+00,mynamejeffq1234,and u will getba bagde that will get u a ugc,5439746136,1712627560,"[-0.0700406850513254,-0.3811666315964,-0.0483523146409821]"
31,2024-04-09 01:53:23.47616+00,mynamejeffq1234,after that quest u follow me,5439746136,1712627600,"[-0.0700406850513254,-0.3811666315964,-0.0483523146409821]"
32,2024-04-09 01:54:18.959439+00,mynamejeffq1234,talk with. him and get 2k agolit,5439746136,1712627654,"[-0.220521857116421,-0.383618317869806,0.330520788689205]"
33,2024-04-09 01:58:00.226789+00,roblox_rolh60,@,5144023269,1712627877,"[-0.222992096887834,-0.38416205003503,0.330341389502867]"
34,2024-04-09 01:59:50.984667+00,xPaulRiam,...,2594908992,1712627988,"[-0.0625681723880709,-0.383758970808379,-0.0592639212236727]"
35,2024-04-09 02:07:48.926713+00,herden123panget,where do I find my Yama?,3087751193,1712628464,"[0.0622121099447495,-0.364609274889906,-0.0835393523348957]"
36,2024-04-09 02:09:14.666289+00,xPaulRiam,hey,2594908992,1712628551,"[-0.0776576455943828,-0.383935409149873,-0.034126205965925]"
37,2024-04-09 02:09:35.255181+00,xPaulRiam,fight me,2594908992,1712628556,"[-0.0777178729180483,-0.383935409149873,-0.0346211760229413]"
38,2024-04-09 02:09:35.255181+00,gunapro99628,you scared,5139454957,1712628558,"[-0.07597768830521,-0.384285539710813,-0.0310212245492298]"
39,2024-04-09 02:09:35.255181+00,herden123panget,Hey ham,3087751193,1712628568,"[-0.0469582543615961,-0.344221764458933,0.0367559348535854]"
40,2024-04-09 02:09:35.255181+00,xPaulRiam,very confident huh?,2594908992,1712628571,"[-0.0756600006666383,-0.384286912771836,-0.0312339871545757]"
41,2024-04-09 02:09:55.911981+00,herden123panget,HAM!,3087751193,1712628576,"[-0.0427100945132219,-0.344183318750281,0.0298385824332453]"
42,2024-04-09 02:10:16.505845+00,xPaulRiam,what,2594908992,1712628601,"[-0.0637246892948231,-0.383935409149873,-0.0351273851240969]"
43,2024-04-09 02:10:16.505845+00,herden123panget,Where do I find Mr Yama?,3087751193,1712628606,"[0.00324543668832475,-0.344183318750281,-0.0433914468331618]"
44,2024-04-09 02:10:16.505845+00,xPaulRiam,on the villains,2594908992,1712628612,"[-0.0684649546513539,-0.381474497622716,-0.0476844452139735]"
45,2024-04-09 02:10:37.108601+00,herden123panget,Where's that?,3087751193,1712628618,"[-0.012853433244793,-0.384345954395838,-0.0729209342765804]"
46,2024-04-09 02:10:37.108601+00,xPaulRiam,go to spawn,2594908992,1712628633,"[-0.0698774089492746,-0.381477587010019,-0.0452828481782472]"
47,2024-04-09 02:10:57.697236+00,herden123panget,I'm here,3087751193,1712628639,"[-0.0647660386857111,-0.383818698962893,-0.0598085973230373]"
48,2024-04-09 02:11:18.299025+00,herden123panget,Yo I'm here!,3087751193,1712628657,"[-0.225360272034408,-0.383994536590188,0.322262298631222]"
49,2024-04-09 02:12:28.878292+00,xPaulRiam,/w herden123panget  add friend me,2594908992,1712628745,"[-0.223010486910327,-0.383935494966187,0.330508193300411]"
50,2024-04-09 02:12:36.910704+00,Jamaldontavius699,join,5450086022,1712628754,"[-0.222796702898842,-0.384498449985737,0.331162132269965]"
51,2024-04-09 02:12:49.460104+00,herden123panget,/w xPaulRiam  ok,3087751193,1712628756,"[-0.0695675227030575,-0.381520323534369,-0.052369711766442]"
52,2024-04-09 02:12:49.460104+00,herden123panget,I'm full tho,3087751193,1712628767,"[-0.0691534167512416,-0.381540447459992,-0.050355917603009]"
53,2024-04-09 02:12:57.273701+00,Jamaldontavius699,google meet,5450086022,1712628767,"[-0.222796702898842,-0.384498449985737,0.331162132269965]"
54,2024-04-09 02:13:10.02539+00,xPaulRiam,ok,2594908992,1712628773,"[-0.224101115814615,-0.383934250629634,0.330731208275647]"
55,2024-04-09 02:13:17.634948+00,Jamaldontavius699,"meet  ",5450086022,1712628779,"[-0.222796702898842,-0.384498449985737,0.331162132269965]"
56,2024-04-09 02:13:30.597177+00,herden123panget,how do I get the Yama cape,3087751193,1712628791,"[-0.223320358789339,-0.383994536590188,0.329983271962018]"
57,2024-04-09 02:13:43.057526+00,mynamejeffq1234,back oh oo,5439746136,1712628819,"[-0.221529630349054,-0.383618317869806,0.330790398092582]"
58,2024-04-09 02:14:03.434606+00,mynamejeffq1234,ok,5439746136,1712628824,"[-0.221529630349054,-0.383618317869806,0.330790398092582]"
59,2024-04-09 02:28:44.429813+00,jolopanget190,nah this taking long,3185042670,1712629718,"[-0.223998950619341,-0.383886064769348,0.329234016536724]"
60,2024-04-09 02:29:05.043313+00,herden123panget,yeah,3087751193,1712629725,"[-0.222806357660651,-0.383994536590188,0.331112771962528]"
61,2024-04-09 02:29:05.043313+00,jolopanget190,for this one item,3185042670,1712629725,"[-0.223998950619341,-0.383886064769348,0.329234016536724]"
62,2024-04-09 02:29:05.043313+00,jolopanget190,imma leave,3185042670,1712629730,"[-0.223998950619341,-0.383886064769348,0.329234016536724]"
63,2024-04-09 02:29:05.043313+00,spidermancoconut0,Fr,5567043318,1712629731,"[-0.223419664910803,-0.383934121905163,0.327843417530671]"
64,2024-04-09 02:29:05.043313+00,herden123panget,Fr,3087751193,1712629732,"[-0.222806357660651,-0.383994536590188,0.331112771962528]"
65,2024-04-09 02:29:05.043313+00,herden123panget,Bye,3087751193,1712629736,"[-0.222806357660651,-0.383994536590188,0.331112771962528]"
66,2024-04-09 02:40:33.61549+00,spyx602,hey turn around,5685512365,1712630429,"[-0.224047224428386,-0.383264068125796,0.330432620967646]"
67,2024-04-09 02:40:54.202961+00,mrskatie9,no,1810381119,1712630436,"[-0.223257832712862,-0.384038474542934,0.330347516989307]"
68,2024-04-09 02:40:54.202961+00,spyx602,your yummy,5685512365,1712630448,"[-0.221215160964419,-0.383264068125796,0.330563000262461]"
69,2024-04-09 02:57:38.804624+00,HunterReginald,I need a kill,5710226546,1712631451,"[0.411466293962211,0.395426900119079,-0.0350569509440244]"
70,2024-04-09 02:57:38.804624+00,HunterReginald,for quest,5710226546,1712631456,"[0.420828654413548,0.377903637890855,-0.0345876982454623]"
71,2024-04-09 02:57:59.384781+00,aziuuuu2_12,k,5366499924,1712631464,"[0.397982269719564,0.378091060720534,-0.0301764133132579]"
72,2024-04-09 02:58:19.979783+00,HunterReginald,u da goat,5710226546,1712631485,"[0.391975628622691,0.377903637890855,-0.029011169641845]"
73,2024-04-09 02:58:19.979783+00,aziuuuu2_12,k,5366499924,1712631496,"[-0.0689177945880463,-0.381485482110903,-0.0522313965256471]"
74,2024-04-09 03:02:42.563089+00,aziuuuu2_12,why this game made hard,5366499924,1712631758,"[-0.0723727338607439,-0.383605874504282,-0.033026987024707]"
75,2024-04-09 03:04:43.547574+00,HunterReginald,well,5710226546,1712631880,"[-0.0767531941170318,-0.385412307913054,-0.0205925192156273]"
76,2024-04-09 03:05:04.141875+00,aziuuuu2_12,hmmmmm it hard for me,5366499924,1712631897,"[-0.0686909938887657,-0.383605874504282,-0.0331144739144392]"
77,2024-04-09 03:09:50.490792+00,HunterReginald,really?,5710226546,1712632189,"[-0.0414944924756074,-0.384495618047377,-0.0274791437807885]"
78,2024-04-09 03:10:11.08793+00,aziuuuu2_12,yes,5366499924,1712632198,"[-0.0264089271490753,-0.383604501443259,-0.0222805725829704]"
79,2024-04-09 03:10:31.700726+00,HunterReginald,bro goons are op what da heck,5710226546,1712632217,"[-0.0702934760245829,-0.381669472288024,-0.0523772860205141]"
80,2024-04-09 03:10:52.303694+00,aziuuuu2_12,hmmmmm that serious?,5366499924,1712632241,"[-0.0293375813327479,-0.384266316856487,-0.0231003047403256]"
81,2024-04-09 03:11:12.990817+00,JMMaster2016,auto clicker is the best for the boss yama quest,3963819431,1712632254,"[-0.222428442698414,-0.384160676974007,0.330868012920826]"
82,2024-04-09 03:11:12.990817+00,Marcus_magma,I'm using it,3852258206,1712632267,"[-0.220538408136665,-0.383689717043017,0.330409132269624]"
83,2024-04-09 03:11:33.618708+00,adambibipro,😤😮‍💨,1165766587,1712632292,"[-0.222218336691428,-0.384140081058657,0.329327630912897]"
84,2024-04-09 03:12:14.268479+00,JMMaster2016,im almost to 2k agility,3963819431,1712632330,"[-0.222428442698414,-0.384160676974007,0.330868012920826]"
85,2024-04-09 03:12:34.858971+00,Marcus_magma,I'm still at 40,3852258206,1712632351,"[-0.221244585000408,-0.383689717043017,0.331409955054887]"
86,2024-04-09 03:12:55.442136+00,JMMaster2016,im on 1.01k agility,3963819431,1712632364,"[-0.222428442698414,-0.384160676974007,0.330868012920826]"
87,2024-04-09 03:13:46.172682+00,adambibipro,😤😮‍💨😤😮‍💨😤😮‍💨,1165766587,1712632421,"[-0.222218336691428,-0.384140081058657,0.329327630912897]"
88,2024-04-09 03:14:06.752152+00,aziuuuu2_12,hard but extreme for me why,5366499924,1712632439,"[-0.0731300651581484,-0.381500242516903,-0.0507305878676449]"
89,2024-04-09 03:15:27.456662+00,aziuuuu2_12,free ugc in here?,5366499924,1712632523,"[-0.225862779399037,-0.383957463942559,0.331455230371363]"
90,2024-04-09 03:16:13.124625+00,aziuuuu2_12,bruh I'm want Yama cape,5366499924,1712632567,"[-0.225862779399037,-0.383957463942559,0.331455230371363]"
91,2024-04-09 03:16:33.679941+00,Nevin6576,go train for it lol,2887065960,1712632585,"[-0.190655986469541,-0.383957463942559,0.286246805622173]"
92,2024-04-09 03:16:54.25694+00,JMMaster2016,train 2k agility for it and get the quest first,3963819431,1712632600,"[-0.222428442698414,-0.384160676974007,0.330868012920826]"
93,2024-04-09 03:16:54.25694+00,aziuuuu2_12,it's done,5366499924,1712632611,"[-0.225862779399037,-0.383957463942559,0.331455230371363]"
94,2024-04-09 03:17:14.866747+00,HunterReginald,done quest,5710226546,1712632618,"[-0.223198984640883,-0.384144200241727,0.331413018798107]"
95,2024-04-09 03:17:14.866747+00,Nevin6576,talk to him,2887065960,1712632625,"[-0.17826224631826,-0.383957463942559,0.270062560785517]"
96,2024-04-09 03:17:14.866747+00,JMMaster2016,then talk back to yama,3963819431,1712632627,"[-0.222428442698414,-0.384160676974007,0.330868012920826]"
97,2024-04-09 03:17:35.485769+00,Nevin6576,ye,2887065960,1712632634,"[-0.157918283935051,-0.383605960320596,0.251281814845742]"
98,2024-04-09 03:17:35.485769+00,JMMaster2016,stupid,3963819431,1712632648,"[-0.222428442698414,-0.384160676974007,0.330868012920826]"
99,2024-04-09 03:17:35.485769+00,Marcus_magma,"I hate waiting ",3852258206,1712632650,"[-0.221244585000408,-0.383689717043017,0.331409955054887]"
100,2024-04-09 03:18:01.075968+00,JMMaster2016,use auto clicker to get 2k agility fast bruh,3963819431,1712632676,"[-0.222428442698414,-0.384160676974007,0.330868012920826]"
101,2024-04-09 03:19:06.78563+00,JMMaster2016,i got the Yama cape on my other account already,3963819431,1712632744,"[-0.222428442698414,-0.384160676974007,0.330868012920826]"
102,2024-04-09 03:20:02.469108+00,JMMaster2016,im so close,3963819431,1712632798,"[-0.222428442698414,-0.384160676974007,0.330868012920826]"
103,2024-04-09 03:20:23.079966+00,JMMaster2016,im on 1.67k agility,3963819431,1712632807,"[-0.222428442698414,-0.384160676974007,0.330868012920826]"
104,2024-04-09 03:20:23.079966+00,aziuuuu2_12,really?,5366499924,1712632812,"[-0.221536526607489,-0.383957463942559,0.332690599720927]"
105,2024-04-09 03:20:23.079966+00,JMMaster2016,yea,3963819431,1712632817,"[-0.222428442698414,-0.384160676974007,0.330868012920826]"
106,2024-04-09 03:21:53.917071+00,HUNTING_9231,"so hard ",5693596812,1712632912,"[-0.222839459701139,-0.384122231265355,0.327890735342627]"
107,2024-04-09 03:22:14.527885+00,HUNTING_9231,guys,5693596812,1712632920,"[-0.222839459701139,-0.384122231265355,0.327890735342627]"
108,2024-04-09 03:22:14.527885+00,aziuuuu2_12,yea,5366499924,1712632924,"[-0.221536526607489,-0.383957463942559,0.332690599720927]"
109,2024-04-09 03:22:14.527885+00,JMMaster2016,ALMOST THERE I HAVE 1.86K AGILITY!!,3963819431,1712632931,"[-0.222428442698414,-0.384160676974007,0.330868012920826]"
110,2024-04-09 03:23:30.224531+00,JMMaster2016,1.99K!!!,3963819431,1712633008,"[-0.222428442698414,-0.384160676974007,0.330868012920826]"
111,2024-04-09 03:23:50.683875+00,JMMaster2016,MORE HITS AND I AM FINISHED,3963819431,1712633018,"[-0.222428442698414,-0.384160676974007,0.330868012920826]"
112,2024-04-09 03:23:50.683875+00,JMMaster2016,IM DONE FINALLY,3963819431,1712633029,"[-0.222428442698414,-0.384160676974007,0.330868012920826]"
113,2024-04-09 03:24:11.11771+00,JMMaster2016,yessir,3963819431,1712633040,"[-0.222692339521193,-0.384160676974007,0.330627679285998]"
114,2024-04-09 03:28:37.328755+00,aziuuuu2_12,nah I'm leaving now,5366499924,1712633316,"[-0.221536986358051,-0.383957463942559,0.332690599720927]"
115,2024-04-09 03:43:20.484876+00,Akunbaru112243,Naizi apart,5056768421,1712634196,"[-0.223341507315206,-0.383934121905163,0.327954393118424]"
116,2024-04-09 03:43:41.059184+00,Akunbaru112243,Nazi apart,5056768421,1712634200,"[-0.223341507315206,-0.383934121905163,0.327954393118424]"
117,2024-04-09 03:43:41.059184+00,Akunbaru112243,Soviet union,5056768421,1712634204,"[-0.223341507315206,-0.383934121905163,0.327954393118424]"
118,2024-04-09 03:43:41.059184+00,Akunbaru112243,Stalin,5056768421,1712634213,"[-0.223341507315206,-0.383934121905163,0.327954393118424]"
119,2024-04-09 03:43:41.059184+00,Akunbaru112243,Josepht,5056768421,1712634217,"[-0.223341507315206,-0.383934121905163,0.327954393118424]"
120,2024-04-09 03:54:27.511406+00,ronronhugo,I COMPLETE,5669805396,1712634862,"[-0.220003718232673,-0.38416205003503,0.322546545918873]"
121,2024-04-09 03:54:48.102435+00,Applebread123lol,ALMOST THERE,4439247684,1712634879,"[-0.0741004980247967,-0.383582532466886,-0.0328329446350963]"
122,2024-04-09 03:55:30.100928+00,Applebread123lol,YES 1k,4439247684,1712634924,"[-0.0741004980247967,-0.383582532466886,-0.0328329446350963]"
123,2024-04-09 03:56:00.789071+00,rip_fayyadh41,bro to long☠️,5654015561,1712634957,"[-0.0655106190886135,-0.382480994260948,-0.0455161873298559]"
124,2024-04-09 04:18:13.488467+00,OSAS123456O,a AEI,2931664994,1712636282,"[-0.0695217775221054,-0.381564089854486,-0.0532687661506075]"
125,2024-04-09 04:25:51.52942+00,ziandraa8rafaa,😀😀,5385373254,1712636747,"[-0.0902683377258668,-0.383935409149873,-0.0410136044453893]"
126,2024-04-09 04:31:27.256454+00,TurboFlameInfinity,I'm halfway more,5350681707,1712637081,"[-0.224031592909267,-0.384124977387401,0.330337304511907]"
127,2024-04-09 04:37:04.924422+00,jake111466,what game did you get paper wings,5755566774,1712637420,"[-0.222646824215522,-0.38392862966107,0.323911273315511]"
128,2024-04-09 04:37:25.49972+00,elight_sword,robux,5483501790,1712637442,"[-0.222444993718658,-0.383844872938649,0.323060233532125]"
129,2024-04-09 04:37:25.49972+00,KANZOPRO101961,ROBLOX CREATOR CHALLENGE I HAVE,4755631589,1712637443,"[-0.224104233498116,-0.383935494966187,0.322362040493835]"
130,2024-04-09 04:38:06.140912+00,jake111466,i am now at 1.14k,5755566774,1712637485,"[-0.225098214213878,-0.38392862966107,0.323102104689467]"
131,2024-04-09 04:38:36.756244+00,TurboFlameInfinity,I am 1.26k,5350681707,1712637512,"[-0.223223351420687,-0.384124977387401,0.330320624132152]"
132,2024-04-09 04:39:12.494551+00,elight_sword,"1,99",5483501790,1712637550,"[-0.223325416045524,-0.383844872938649,0.328829602431659]"
133,2024-04-09 04:39:33.049738+00,elight_sword,2k,5483501790,1712637563,"[-0.223325416045524,-0.383844872938649,0.328829602431659]"
134,2024-04-09 04:40:18.689959+00,TurboFlameInfinity,I suggest to use an auto clicker,5350681707,1712637614,"[-0.223223351420687,-0.384124977387401,0.330320624132152]"
135,2024-04-09 04:40:39.277571+00,Roseprettygirl9873,im on phone,3886794953,1712637631,"[-0.221088269809215,-0.38416205003503,0.326935528289754]"
136,2024-04-09 04:40:39.277571+00,Roseprettygirl9873,dang ut,3886794953,1712637637,"[-0.221088269809215,-0.38416205003503,0.326935528289754]"
137,2024-04-09 04:40:59.858802+00,Roseprettygirl9873,dang it,3886794953,1712637645,"[-0.221088269809215,-0.38416205003503,0.326935528289754]"
138,2024-04-09 04:40:59.858802+00,TurboFlameInfinity,u still can auto click on mobile,5350681707,1712637649,"[-0.224649497665042,-0.384124977387401,0.325056432448036]"
139,2024-04-09 04:53:23.467723+00,Roseprettygirl9873,1.94,3886794953,1712638400,"[-0.221088269809215,-0.38416205003503,0.326935528289754]"
140,2024-04-09 04:53:44.036813+00,Roseprettygirl9873,1.95k,3886794953,1712638413,"[-0.221088269809215,-0.38416205003503,0.326935528289754]"
141,2024-04-09 04:54:04.610834+00,Roseprettygirl9873,1.96k,3886794953,1712638424,"[-0.221088269809215,-0.38416205003503,0.326935528289754]"
142,2024-04-09 04:54:25.240459+00,Roseprettygirl9873,1.97k,3886794953,1712638450,"[-0.221088269809215,-0.38416205003503,0.326935528289754]"
143,2024-04-09 04:54:45.799999+00,Roseprettygirl9873,"2k?!!!! ",3886794953,1712638480,"[-0.221088269809215,-0.38416205003503,0.326935528289754]"
144,2024-04-09 04:55:06.383353+00,HAMMZA853,i have code,5760910258,1712638495,"[-0.22310381627448,-0.383935494966187,0.328985172504062]"
145,2024-04-09 04:55:06.383353+00,TurboFlameInfinity,what code,5350681707,1712638503,"[-0.222376950635433,-0.384124977387401,0.329712981726814]"
146,2024-04-09 04:55:42.057413+00,HAMMZA853,1 .release,5760910258,1712638540,"[-0.22310381627448,-0.383935494966187,0.328985172504062]"
147,2024-04-09 04:57:57.987412+00,TurboFlameInfinity,yayy 2k,5350681707,1712638674,"[-0.222376950635433,-0.384124977387401,0.329712981726814]"
148,2024-04-09 04:58:28.648083+00,HAMMZA853,i am bord,5760910258,1712638703,"[-0.223104735775605,-0.383935494966187,0.328427571237987]"
149,2024-04-09 04:59:04.298855+00,HAMMZA853,i am going to kill npc,5760910258,1712638741,"[-0.0692420121213236,-0.381487884967694,-0.0458947351445049]"
150,2024-04-09 05:09:47.646169+00,ammarzie_5,hah lemah,5666305655,1712639383,"[-0.0687994950214761,-0.381460080481972,-0.0523945621281169]"
151,2024-04-09 05:16:40.521686+00,Princess014601,sorrt,5738774364,1712639797,"[0.411344230187912,0.378250764880806,-0.0245398066199321]"
152,2024-04-09 05:17:01.118707+00,Princess014601,sorry,5738774364,1712639802,"[0.410104512796582,0.378272991306121,-0.0238300367810884]"
153,2024-04-09 05:19:38.418389+00,dadaha_pendek,"Pls somebody. CAn I kill you because I have a quest to kill one player ",2286628421,1712639974,"[-0.0416756377889676,-0.384472276009981,-0.0283353004408726]"
154,2024-04-09 05:19:59.02189+00,dadaha_pendek,Pls,2286628421,1712639988,"[-0.044275106978209,-0.384472276009981,-0.0394330294241899]"
155,2024-04-09 05:19:59.02189+00,eulryuzjalalon12345,ok,4179068573,1712639994,"[-0.0446245245891841,-0.38428004746672,-0.0389669947198088]"
156,2024-04-09 05:19:59.02189+00,superplayerboy19,people out here squatting for some cape,1633226347,1712639996,"[-0.226122078716193,-0.38392862966107,0.327266412557535]"
157,2024-04-09 05:20:19.595347+00,superplayerboy19,it's a pain💀,1633226347,1712640010,"[-0.226122078716193,-0.38392862966107,0.327266412557535]"
158,2024-04-09 05:20:19.595347+00,dadaha_pendek,"Yeah ",2286628421,1712640013,"[-0.043820866239022,-0.384472276009981,-0.03693774354631]"
159,2024-04-09 05:20:19.595347+00,eulryuzjalalon12345,get to unehoundred defense,4179068573,1712640014,"[-0.0446245245891841,-0.38428004746672,-0.0389669947198088]"
160,2024-04-09 05:20:40.195792+00,dadaha_pendek,Ok,2286628421,1712640019,"[-0.043820866239022,-0.384472276009981,-0.03693774354631]"
161,2024-04-09 05:21:05.783836+00,vincepogiko12,guy,3165068788,1712640062,"[-0.0481241961548762,-0.383475433707069,-0.0933850103129001]"
162,2024-04-09 05:21:26.356878+00,dadaha_pendek,What,2286628421,1712640067,"[-0.043820866239022,-0.384472276009981,-0.03693774354631]"
163,2024-04-09 05:21:26.356878+00,eulryuzjalalon12345,sorry,4179068573,1712640072,"[-0.0426565694907228,-0.383477021308877,-0.0365529299512558]"
164,2024-04-09 05:21:26.356878+00,vincepogiko12,where i can find the big red guy who give a coat,3165068788,1712640078,"[-0.0481241961548762,-0.383475433707069,-0.0933850103129001]"
165,2024-04-09 05:21:46.934149+00,dadaha_pendek,Ty,2286628421,1712640091,"[-0.01995117377192,-0.384472276009981,-0.031211179288381]"
166,2024-04-09 05:22:17.541969+00,superplayerboy19,at the blue teleport,1633226347,1712640136,"[-0.226122078716193,-0.38392862966107,0.327266412557535]"
167,2024-04-09 05:22:43.138908+00,eulryuzjalalon12345,ty,4179068573,1712640158,"[-0.221145738629507,-0.38392862966107,0.330547341130446]"
168,2024-04-09 05:23:03.709947+00,dadaha_pendek,I’m sorry,2286628421,1712640164,"[-0.0698602832408277,-0.381650421066326,-0.0519969616603173]"
169,2024-04-09 05:23:44.419885+00,dadaha_pendek,Why?,2286628421,1712640220,"[-0.0687886908832613,-0.381646473515884,-0.0526913250195824]"
170,2024-04-09 05:28:30.646453+00,dadaha_pendek,"Yes finally ",2286628421,1712640508,"[-0.223586554364929,-0.384120858204331,0.327492789139915]"
171,2024-04-09 05:29:01.284785+00,dadaha_pendek,I got the cape,2286628421,1712640538,"[-0.221241366746472,-0.384120858204331,0.327649040044145]"
172,2024-04-09 05:29:21.892014+00,dadaha_pendek,Bye guys,2286628421,1712640546,"[-0.221715829326799,-0.384120858204331,0.324299007040822]"
173,2024-04-09 05:29:42.318962+00,Neko242329,やあ,5735288766,1712640571,"[-0.0583046108958584,-0.384491498864307,-0.0310767123431066]"
174,2024-04-09 05:29:42.318962+00,kogou000,やあ,3662928230,1712640577,"[-0.0677789493435337,-0.382439115899738,-0.0442848816952576]"
175,2024-04-09 05:30:02.962469+00,kogou000,何だこれ,3662928230,1712640585,"[-0.0673416044375124,-0.383776820601682,-0.0406110573088488]"
176,2024-04-09 05:30:02.962469+00,Neko242329,これ地味に楽しいw,5735288766,1712640592,"[-0.0577184181534808,-0.384491498864307,-0.0302321298240765]"
177,2024-04-09 05:30:02.962469+00,Neko242329,えーと,5735288766,1712640597,"[-0.0608364931606357,-0.384139995242344,-0.0369220844142957]"
178,2024-04-09 05:30:23.526098+00,Neko242329,こいつに近ついて,5735288766,1712640609,"[-0.0686895356174508,-0.380122075422929,-0.0467467057526545]"
179,2024-04-09 05:30:23.526098+00,Neko242329,E推して,5735288766,1712640617,"[-0.0686895356174508,-0.380122075422929,-0.0467467057526545]"
180,2024-04-09 05:30:23.526098+00,Neko242329,押,5735288766,1712640622,"[-0.0686895356174508,-0.380122075422929,-0.0467467057526545]"
181,2024-04-09 05:30:44.088529+00,Neko242329,そして,5735288766,1712640636,"[-0.0685312233847526,-0.381683417439042,-0.0490283593689097]"
182,2024-04-09 05:31:04.638107+00,Neko242329,なんか左にあるんだけど,5735288766,1712640650,"[-0.0685312233847526,-0.381683417439042,-0.0490283593689097]"
183,2024-04-09 05:31:04.638107+00,Neko242329,それなんか押す,5735288766,1712640656,"[-0.0685312233847526,-0.381683417439042,-0.0490283593689097]"
